,1p.prs,1p.pst,3p.prs,3p.pst,count
2038,comprehend,comprehended,comprehends,comprehended,1450194
2039,shield,shielded,shields,shielded,9374574
2040,shift,shifted,shifts,shifted,0
2041,compress,compressed,compresses,compressed,1673026
2042,comprise,comprised,comprises,comprised,2953455
2043,shilly-shally,shilly-shallied,shilly-shallies,shilly-shallied,0
2044,compromise,compromised,compromises,compromised,0
2045,shimmer,shimmered,shimmers,shimmered,0
2046,shin,shinned,shins,shinned,2288964
2047,shine,shone,shines,shone,5881862
2048,shine,shined,shines,shined,5881862
2049,compute,computed,computes,computed,5101135
2050,shingle,shingled,shingles,shingled,641972
2051,computerize,computerized,computerizes,computerized,46260
2052,shinny,shinnied,shinnies,shinnied,0
2053,con,conned,cons,conned,31452344
2054,con,conned,cons,conned,31452344
2055,concatenate,concatenated,concatenates,concatenated,169597
2056,ship,shipped,ships,shipped,0
2057,conceal,concealed,conceals,concealed,0
2058,concede,conceded,concedes,conceded,728130
2059,conceive,conceived,conceives,conceived,1275176
2060,concentrate,concentrated,concentrates,concentrated,5744544
2061,shipwreck,shipwrecked,shipwrecks,shipwrecked,0
2062,conceptualize,conceptualized,conceptualizes,conceptualized,176747
2063,concern,concerned,concerns,concerned,0
2064,shirk,shirked,shirks,shirked,0
2065,shirr,shirred,shirrs,shirred,0
2066,concert,concerted,concerts,concerted,0
2067,concertina,concertinaed,concertinas,concertinaed,195483
2068,shit,shit,shits,shit,14058658
2069,shiver,shivered,shivers,shivered,537359
2070,conciliate,conciliated,conciliates,conciliated,49272
2071,shoal,shoaled,shoals,shoaled,0
2072,shock,shocked,shocks,shocked,0
2073,conclude,concluded,concludes,concluded,6300601
2074,concoct,concocted,concocts,concocted,0
2075,shoe,shod,shoes,shod,0
2076,concrete,concreted,concretes,concreted,0
2077,shoo,shooed,shoos,shooed,241831
2078,concur,concurred,concurs,concurred,1109964
2079,shoot,shot,shoots,shot,12695618
2080,concuss,concussed,concusses,concussed,0
2081,condemn,condemned,condemns,condemned,1457478
2082,condense,condensed,condenses,condensed,239867
2083,condescend,condescended,condescends,condescended,51594
2084,condition,conditioned,conditions,conditioned,0
2085,shop,shopped,shops,shopped,0
2086,shoplift,shoplifted,shoplifts,shoplifted,43298
2087,condone,condoned,condones,condoned,0
2088,conduct,conducted,conducts,conducted,29955541
2089,shore,shored,shores,shored,0
2090,short,shorted,shorts,shorted,106755242
2091,short-change,short-changed,short-changes,short-changed,0
2092,confab,confabbed,confabs,confabbed,69666
2093,confabulate,confabulated,confabulates,confabulated,0
2094,short-circuit,short-circuited,short-circuits,short-circuited,0
2095,shorten,shortened,shortens,shortened,1012067
2096,confederate,confederated,confederates,confederated,1966184
2097,confer,conferred,confers,conferred,1494223
2098,short-list,short-listed,short-lists,short-listed,0
2099,confess,confessed,confesses,confessed,1851099
2100,confide,confided,confides,confided,0
2101,confine,confined,confines,confined,0
2102,confirm,confirmed,confirms,confirmed,22651501
2103,shoulder,shouldered,shoulders,shouldered,0
2104,confiscate,confiscated,confiscates,confiscated,196608
2105,shout,shouted,shouts,shouted,3965861
2106,conflate,conflated,conflates,conflated,0
2107,conflict,conflicted,conflicts,conflicted,0
2108,shove,shoved,shoves,shoved,847364
2109,conform,conformed,conforms,conformed,4177976
2110,shovel,shovelled,shovels,shovelled,0
2111,show,showed,shows,showed,0
2112,confound,confounded,confounds,confounded,0
2113,shower,showered,showers,showered,20638340
2114,confront,confronted,confronts,confronted,2056392
2115,confuse,confused,confuses,confused,1595533
2116,confute,confuted,confutes,confuted,0
2117,congeal,congealed,congeals,congealed,0
2118,shred,shredded,shreds,shredded,851931
2119,congest,congested,congests,congested,15230
2120,conglomerate,conglomerated,conglomerates,conglomerated,0
2121,shriek,shrieked,shrieks,shrieked,222723
2122,congratulate,congratulated,congratulates,congratulated,1117780
2123,shrill,shrilled,shrills,shrilled,373280
2124,congregate,congregated,congregates,congregated,0
2125,shrimp,shrimped,shrimps,shrimped,0
2126,shrine,shrined,shrines,shrined,0
2127,shrink,shrank,shrinks,shrank,3261118
2128,shrive,shrived,shrives,shrived,0
2129,shrivel,shrivelled,shrivels,shrivelled,0
2130,shroud,shrouded,shrouds,shrouded,0
2131,shrug,shrugged,shrugs,shrugged,0
2132,shuck,shucked,shucks,shucked,116293
2133,shudder,shuddered,shudders,shuddered,0
2134,conjecture,conjectured,conjectures,conjectured,0
2135,conjoin,conjoined,conjoins,conjoined,20719
2136,shuffle,shuffled,shuffles,shuffled,3627654
2137,shun,shunned,shuns,shunned,0
2138,conjugate,conjugated,conjugates,conjugated,1016714
2139,shunt,shunted,shunts,shunted,604152
2140,shush,shushed,shushes,shushed,0
2141,shut,shut,shuts,shut,11689186
2142,shutter,shuttered,shutters,shuttered,0
2143,conjure,conjured,conjures,conjured,0
2144,conjure,conjured,conjures,conjured,0
2145,shuttle,shuttled,shuttles,shuttled,8440760
2146,conk,conked,conks,conked,41618
2147,shy,shied,shies,shied,4248699
2148,connect,connected,connects,connected,45133501
2149,connive,connived,connives,connived,0
2150,sibilate,sibilated,sibilates,sibilated,0
2151,connote,connoted,connotes,connoted,0
2152,conquer,conquered,conquers,conquered,0
2153,sicken,sickened,sickens,sickened,50596
2154,conscript,conscripted,conscripts,conscripted,0
2155,consecrate,consecrated,consecrates,consecrated,113440
2156,side,sided,sides,sided,0
2157,consent,consented,consents,consented,0
2158,conserve,conserved,conserves,conserved,1606807
2159,consider,considered,considers,considered,54062139
2160,sideslip,sideslipped,sideslips,sideslipped,0
2161,sidestep,sidestepped,sidesteps,sidestepped,0
2162,sideswipe,sideswiped,sideswipes,sideswiped,0
2163,consign,consigned,consigns,consigned,141897
2164,sidetrack,sidetracked,sidetracks,sidetracked,0
2165,sidle,sidled,sidles,sidled,54306
2166,console,consoled,consoles,consoled,0
2167,consolidate,consolidated,consolidates,consolidated,3471334
2168,sieve,sieved,sieves,sieved,851108
2169,sift,sifted,sifts,sifted,651805
2170,sigh,sighed,sighs,sighed,3173217
2171,sight,sighted,sights,sighted,0
2172,sight-read,sight-read,sight-reads,sight-read,0
2173,sightsee,sightsaw,sightsees,sightsaw,41408
2174,sign,signed,signs,signed,242290578
2175,conspire,conspired,conspires,conspired,234865
2176,signal,signalled,signals,signalled,0
2177,signalize,signalized,signalizes,signalized,0
2178,constellate,constellated,constellates,constellated,0
2179,consternate,consternated,consternates,consternated,0
2180,constipate,constipated,constipates,constipated,0
2181,constitute,constituted,constitutes,constituted,9358523
2182,signify,signified,signifies,signified,837139
2183,constitutionalize,constitutionalized,constitutionalizes,constitutionalized,0
2184,constrain,constrained,constrains,constrained,739857
2185,constrict,constricted,constricts,constricted,86285
2186,signpost,signposted,signposts,signposted,213936
2187,construct,constructed,constructs,constructed,8471574
2188,silence,silenced,silences,silenced,0
2189,construe,construed,construes,construed,232064
2190,consubstantiate,consubstantiated,consubstantiates,consubstantiated,0
2191,silhouette,silhouetted,silhouettes,silhouetted,0
2192,consult,consulted,consults,consulted,11666011
2193,consume,consumed,consumes,consumed,3077450
2194,consummate,consummated,consummates,consummated,409827
2195,contact,contacted,contacts,contacted,0
2196,silver,silvered,silvers,silvered,0
2197,contain,contained,contains,contained,29552509
2198,containerize,containerized,containerizes,containerized,0
2199,contaminate,contaminated,contaminates,contaminated,346165
2200,contemn,contemned,contemns,contemned,0
2201,contemplate,contemplated,contemplates,contemplated,919496
2202,simmer,simmered,simmers,simmered,1059011
2203,simper,simpered,simpers,simpered,0
2204,contend,contended,contends,contended,1558005
2205,content,contented,contents,contented,0
2206,simplify,simplified,simplifies,simplified,3654131
2207,simulate,simulated,simulates,simulated,2085384
2208,contest,contested,contests,contested,0
2209,sin,sinned,sins,sinned,0
2210,sing,sang,sings,sang,11114001
2211,singe,singed,singes,singed,0
2212,continue,continued,continues,continued,76659163
2213,contort,contorted,contorts,contorted,31576
2214,contour,contoured,contours,contoured,3295002
2215,contract,contracted,contracts,contracted,0
2216,singularize,singularized,singularizes,singularized,0
2217,contradict,contradicted,contradicts,contradicted,902559
2218,contradistinguish,contradistinguished,contradistinguishes,contradistinguished,0
2219,sink,sank,sinks,sank,8120590
2220,contraindicate,contraindicated,contraindicates,contraindicated,0
2221,sip,sipped,sips,sipped,5430090
2222,contrast,contrasted,contrasts,contrasted,0
2223,contravene,contravened,contravenes,contravened,0
2224,siphon,siphoned,siphons,siphoned,296335
2225,contribute,contributed,contributes,contributed,22255117
2226,sire,sired,sires,sired,0
2227,contrive,contrived,contrives,contrived,93527
2228,control,controlled,controls,controlled,0
2229,sit,sat,sits,sat,19797379
2230,controvert,controverted,controverts,controverted,0
2231,contuse,contused,contuses,contused,0
2232,site,sited,sites,sited,0
2233,convalesce,convalesced,convalesces,convalesced,0
2234,convene,convened,convenes,convened,0
2235,situate,situated,situates,situated,214206
2236,converge,converged,converges,converged,1291053
2237,converse,conversed,converses,conversed,2554939
2238,convert,converted,converts,converted,16927032
2239,convey,conveyed,conveys,conveyed,3335192
2240,size,sized,sizes,sized,0
2241,sizzle,sizzled,sizzles,sizzled,392168
2242,convict,convicted,convicts,convicted,843701
2243,convince,convinced,convinces,convinced,3962104
2244,skate,skated,skates,skated,4932092
2245,skateboard,skateboarded,skateboards,skateboarded,2296744
